job_id,job_title,company_name,location,hourly_min,hourly_max,salary_type,job_type,recruiter_name,recruiter_email,posted_date,description_short,skills_tags,url
931544,UX Designer,Popular Bank,"New York, NY",45,50,Hourly,Contract,Pamela Koenig,,2026-03-10 18:38,UX Designer with email and website experience - Hybrid Role (Onsite 3 days in NYC and remote 2) W2 only no C2C Our client is seeking skilled UX Designer to lead their digital execution and website man,"Responsive Design, Adobe Creative Suite, UI/UX Design, Web Design",https://candidateportal.creativecircle.com/job-detail/931544
931525,Graphic Designer,Planned Parenthood,"Brooklyn, NY",30,33,Hourly,Contract,Jennifer Marshall,,2026-03-10 17:53,"Our well-known non-profit client is seeking Graphic Designer to work on an as needed basis - flexible hours. Ideal candidates should have great at understanding of branding; create Canva templates, up","Figma, Adobe Creative Suite, Slack, Accessibility Standards",https://candidateportal.creativecircle.com/job-detail/931525
931514,Visual Designer,Blizzard Entertainment (Activision),"Santa Monica, CA",40,50,Hourly,Contract,April Segedi,,2026-03-10 17:22,"Our entertainment client is looking for Visual Designer to join their team! This is 40 hr/week, remote role. This role provides support services to all engaged departments: PR, Marketing, Production a","Illustration, Adobe Creative Suite, Typography, digital art",https://candidateportal.creativecircle.com/job-detail/931514
931504,Digital Designer,Masco Corporation,"Chicago, IL",45,55,Hourly,Contract,Kellen Breitenbach,,2026-03-10 16:40,"Our client in the retail industry is seeking freelance Designer to support ongoing event and brand marketing initiatives. This project-based role is ideal for someone with refined aesthetic, strong br","Branding, Digital Design, Retail, CPG",https://candidateportal.creativecircle.com/job-detail/931504
931490,Sr. UX Designer ,The William Carter Company,"Atlanta, GA",55,65,Hourly,Contract,Andrew Shores,,2026-03-10 16:00,Our client has an immediate freelance need for Sr. UX/UI Designer in the retail / consumer goods space. You will turn user insights into polished designs with user journey in mind using tools like Fig,"Figma, end to end journey, UI Design",https://candidateportal.creativecircle.com/job-detail/931490
931468,Motion Graphics Designer/Editor ,PurposeBuilt Brands,"Gurnee, IL",39,43,Hourly,Contract,Hilary Gable,,2026-03-10 13:50,"Our client in the CGP space is looking for Freelance Motion Graphics Designer/Editor to join their team. This role is fully remote, averaging 20-30 hours/week. The ideal candidate will have portfolio ","Motion Graphics, video editing, video production, Social Content",https://candidateportal.creativecircle.com/job-detail/931468
931458,Designer - Creative Services - Senior,"The TJX Companies, Inc.","Framingham, MA",48,56.84,Hourly,Contract,Brenna Belardinelli,,2026-03-10 03:37,"Position Overview Currently seeking Senior Graphic Designer who is versatile, collaborative, and curious to join our growing team. The Senior Graphic Designer is responsible for developing, and execut","Adobe Creative Suite, Typography, Branding, User Experience (UX), User Interface (UI), Digital Marketing, Visual Communication, Concept Development, Layout Design, Print Production",https://candidateportal.creativecircle.com/job-detail/931458
931410,Senior Brand Designer,Meta,"Palo Alto, CA",85,89.29,Hourly,Contract,Meggan Sharma,,2026-03-09 20:13,"Our global Tech client is seeking fully remote Communications Designer to join their team for the next 5+ months, 40 hours/week. Role Summary This role focuses on creating high-quality visual design s","User Interface (UI) Design, User Experience (UX) Design, Adobe Creative Suite, Prototyping, Wireframing, Visual Communication, Typography, Branding, Digital Media, CSS",https://candidateportal.creativecircle.com/job-detail/931410
931404,Senior Graphic Designer ,American Public Education Inc. (APEI),"Manassas, VA",42,52,Hourly,Contract,Liz Calabrese,,2026-03-09 19:45,Our for-profit education client is building an overflow studio team to support their internal creative and marketing team. We are looking for Sr. Graphic Designer to join their team on 20-30-hour-a-we,"Adobe Creative Suite, Typography, Branding, User Interface Design, User Experience Design, Print Design, Digital Design, Illustration, Layout Design, HTML/CSS",https://candidateportal.creativecircle.com/job-detail/931404
931399,Branding Designer,Parabolic,"Birmingham, MI",45,50,Hourly,Contract,Austin Callaway,,2026-03-09 19:06,"Our client, Detroit-based agency, has an immediate need for Branding Designer to help with one of their clients in the CPG space. This FULLY-REMOTE position starts within the week and will continue fo","storyboards, Branding, CPG, Typography",https://candidateportal.creativecircle.com/job-detail/931399
931395,Motion Graphics Designer,ITVS,"San Francisco, CA",45,55,Hourly,Contract,Jessica Palmer,,2026-03-09 18:52,"Our entertainment client needs Graphic Designer (with STRONG Motion Design skills) to assist their team for month long contract, 20-30 hours/week. This role is open to remote candidates. In this role ","Motion, Motion Design, Digital Design",https://candidateportal.creativecircle.com/job-detail/931395
931384,Instructional Designer,Liberty Mutual Insurance,"Boston, MA",45.15,48.15,Hourly,Contract,Lucy D'Angelo,,2026-03-09 17:49,"Overview of the Role Our east coast insurance client is seeking an Instructional Designer to join their team! This role develops high-quality, skill-based learning experiences that support employee pe","Curriculum Development, Instructional Technology, Course Design, Content Development",https://candidateportal.creativecircle.com/job-detail/931384
931344,Motion Graphics Designer,The Good Food Institute (GFI),"Washington, DC",40,45,Hourly,Contract,Tara Freihofer,,2026-03-09 14:17,Motion Graphics Designer Position Overview Our Non-profit client is seeking talented Motion Graphics Designer to help their team with quick turn project. The client is seeking motion designer to produ,"Animation, Adobe After Effects, Adobe Premiere Pro, Motion Graphics",https://candidateportal.creativecircle.com/job-detail/931344
931317,Promo Designer ,Trulieve (Harvest Health),"Pensacola, FL",30,35,Hourly,Contract,Amy Banks,,2026-03-06 22:08,"Position Overview: Our client in the cannabis industry is seeking fully remote Designer with strong promotional design experience to join their creative team on freelance basis, 40 hours per week star","Promo, email, Digital Design",https://candidateportal.creativecircle.com/job-detail/931317
931197,Branding Designer,Stories Bureau,"Newtown, PA",70,80,Hourly,Contract,Austin Callaway,,2026-03-06 15:02,Our agency client is seeking an talented Branding Designer to support early-stage brand identity concepting for series of large-scale coffee industry events and competitions. This is high-visibility p,"Branding, Visual Communication, Print Design, Digital Design, Color Theory",https://candidateportal.creativecircle.com/job-detail/931197
931195,Creative Director,Edward Jones,"New York, NY",100,120,Hourly,Contract,Liz Calabrese,,2026-03-06 14:48,We are seeking Creative Director (with Design background) to join the team. This position will begin January 2026 and will be approximately six months. You must have experience within SPORTS SPONSORSH,"Adobe Creative Suite, Stakeholder Management, Sponsorships",https://candidateportal.creativecircle.com/job-detail/931195
931187,Infographic / Data Visualization Designer,Environmental Defense Fund (EDF),"New York, NY",40,50,Hourly,Contract,Danielle Aranya,,2026-03-06 13:21,"Our client, nonprofit organization based around world preservation, is currently looking freelance designer with strong experience in infographics and data visualization to support new thought leaders","Designer, infographic, Data Visualization",https://candidateportal.creativecircle.com/job-detail/931187
931186,Production Designer (EasyCatalog Experience) ,Ferguson,"Fort Mitchell, KY",33,40,Hourly,Contract,Zach Ryan,,2026-03-06 13:18,Our retail client is seeking an experienced Production Designer with strong print production skills and EasyCatalog experience to assist their team in laying out 4 catalogues over the coming weeks. Th,"Adobe Creative Suite, Print Production, Layout Design, Catalog Design, Prepress Preparation, easycatalog",https://candidateportal.creativecircle.com/job-detail/931186
930990,Technical Presentation Designer ,Fulcrum Legal Graphics,"Larkspur, CA",45,50,Hourly,Contract,Miranda McAdams,,2026-03-04 20:30,"Our legal agency client is looking for Technical Presentation Designer with technical background. This presentation designer must have either degree in technical field such as Computer Science, Legal,","Presentation Design, Photoshop, Keynote, PowerPoint, Illustrator",https://candidateportal.creativecircle.com/job-detail/930990
930976,Graphic Designer (ADA experience),Chicago Public Schools (CPS),"Chicago, IL",40,45,Hourly,Contract,Allie Gribble,,2026-03-04 19:12,"Our education client is seeking Graphic Designer with accessible design experience. This role will be 30-40 hours/ week, remote. In order to be considered Graphic Designer must have: Strong understand","Graphic Designer, Print, Digital, Accessibility, ADA",https://candidateportal.creativecircle.com/job-detail/930976
930964,Product Designer (Financial Services / Insurance),Corebridge Financial,"Houston, TX",50,65,Hourly,Contract,Sammy Realon,,2026-03-04 18:18,"Product Designer (Retirement Services) Position Overview Our client, one of the largest providers of retirement solutions and life insurance products in the U.S., is looking for Product Designer to jo","Adobe Creative Suite, Figma, HTML, CSS, JavaScript, Adobe Analytics, Glassbox",https://candidateportal.creativecircle.com/job-detail/930964
930958,Motion Graphics Designer / Animator,RetailmeNot + Ziff Media Group,"Austin, TX",35,45,Hourly,Contract,Sarah Maberry,,2026-03-04 17:56,We are partnering with well-known e-commerce brand to find freelance Motion Graphics Designer to assist on an ongoing basis. This is fully remote role starting as soon as next week. This role is expec,"Motion Graphics, Animation, Retail, short-form content",https://candidateportal.creativecircle.com/job-detail/930958
930925,Website Designer,XP Agency,"New City, NY",40,45,Hourly,Contract,Lauren Calabrese,,2026-03-04 15:40,Website Designer Our agency client is seeking Website Designer to join their team for ~ 2 weeks for website refresh project. This role will be fully remote and you will need your own laptop. You will ,"CSS, JavaScript, UX Design, UI Design, Adobe Creative Suite, Responsive Design, WordPress, Graphic Design, SEO, Web Development",https://candidateportal.creativecircle.com/job-detail/930925
930920,CAD Designer ,Janson Communications,"Atlanta, GA",45,55,Hourly,Contract,Shannon Scheetz,,2026-03-04 15:10,"Duration : 3+ months Hours per week : 40 Location: Fully remote for the perfect candidate! Our agency client is looking for contract CAD Designer to support projects for Military, Federal, and Defense","CAD, Technical, 3D",https://candidateportal.creativecircle.com/job-detail/930920
930917,Product Designer (Financial Services / Insurance),Corebridge Financial,"Houston, TX",50,65,Hourly,Contract,Sammy Realon,,2026-03-04 15:12,"Product Designer - Financial Services/Insurance (Data Visualization, Enterprise Apps/Software) Position Overview Our client, one of the largest providers of retirement solutions and life insurance pro","Figma, Adobe Analytics, HTML, CSS, JavaScript, Data Visualization, Enterprise Software/Applications, Financial Services, Insurance, Accessibility",https://candidateportal.creativecircle.com/job-detail/930917
930881,Jr Developer/UX Designer,HALO Branded Solutions,"Bellevue, WA",40,45,Hourly,Contract,Kristi Seifert,,2026-03-04 00:15,"Our agency client is looking for Junior Developer/ Designer to assist their team! This is fully remote freelance position ~30 hours per week, starting in April for around 6 weeks, with possibility to ","Marketo, HTML, Front-End Development",https://candidateportal.creativecircle.com/job-detail/930881
930785,Graphic Designer ,Charles River Apparel,"Sharon, MA",30,35,Hourly,Contract,Tara Freihofer,,2026-03-03 15:40,Graphic Designer Position Overview Our apparel client is seeking talented Graphic Designer to join their creative team on freelance basis. The ideal candidate will be responsible for designing high-qu,"Adobe Creative Suite, Illustration, Layout Design, Digital Design, Print Design, Apparel, ECommerce, Figma",https://candidateportal.creativecircle.com/job-detail/930785
930760,"Social Media Designer, CPG",Edgewell Personal Care,"Shelton, CT",35,36,Hourly,Contract,Pamela Koenig,,2026-03-03 14:08,"Our client, well-known CPG company, is looking for Social Media Designer to join their team. This is 3-4 week assingment with around 20-30 hours of work per week. Responsibilities: -Extend one of our ","Analytics, Social Media Marketing, Content creation, Adobe Creative Suite, Branding, Digital Marketing, Consumer Packaged Goods, Visual Communication, Copywriting",https://candidateportal.creativecircle.com/job-detail/930760
930719,Sr Designer,Blue Heron,"Las Vegas, NV",50,60,Hourly,Contract,Casey Buss,,2026-03-02 21:12,"Senior Designer (Part-Time Freelance) Duration: Long term, ongoing engagement Hours per week: Approximately 5 to 20 hours Pay range: $50 to $60 per hour Location and collaboration: Remote; collaborati","Graphic Design, Campaign Collateral, Digital Design, Print Design, Digital Campaign, Presentation Design, Keynote, Typography, Brand Awareness, Real Estate",https://candidateportal.creativecircle.com/job-detail/930719
930690,Graphic Designer,Douglas Elliman,"New York, NY",32,38,Hourly,Contract,Jennifer Marshall,,2026-03-02 19:02,"Our client, well-known high-end luxury real estate company, is seeking Freelance Graphic Designer with strong production across digital & print to join their team. This is remote role, 40 hours/week f","Designer, Production, Marketing assets, Canva, Digital, Print",https://candidateportal.creativecircle.com/job-detail/930690
930687,Graphic Designer - Web Content,"Brilliant Earth, LLC","San Francisco, CA",45,55,Hourly,Contract,Lauren Madden,,2026-03-02 19:30,"Our luxury retail client is seeking Graphic Designer to cover for maternity leave coverage from early April through August 2026. This role is fully remote, 40 hours/week. MUST have experience with Fig","Figma, Web Content, Graphic Design",https://candidateportal.creativecircle.com/job-detail/930687
930686,AFSCME - Graphic Designer (contractor),AFSCME,"Washington, DC",37,40,Hourly,Contract,Lauren Madden,,2026-03-02 19:27,"Our trade union client is looking for an experienced Graphic Designer to join their team for 5 month contract from approximately March 15 - August 21, 2026. This role is 20 hours week and you must be ","Graphic Design, Print Design, Adobe Suite",https://candidateportal.creativecircle.com/job-detail/930686
930685,Powerpoint Designer,Ultima Genomics,"Newark, CA",55,60,Hourly,Contract,Shannon Robinson,,2026-03-02 19:26,"Our client is looking for an expert Powerpoint Designer to join their team on freelance basis. This will be 5-10 hours/week, remote work. Candidate is preferably on the West Coast. Responsible for: - ","Presentation Design, Layout Design, Storytelling, Graphic Design, Visual Communication, Adobe Creative Suite, Typography, Color Theory, Branding, User Experience (UX)",https://candidateportal.creativecircle.com/job-detail/930685
930672,Digital Designer,Abbott,"Columbus, OH",40,45,Hourly,Contract,Liz Calabrese,,2026-03-02 18:55,"Our well-known healthcare client is seeking Digital Designer to help their team. This role will be 40 hours/ week, remote. You must be local to Columbus or Chicago area to pick up equipment. In order ","Designer, Digital Designer, digital production, Brand, product detail page, PDP",https://candidateportal.creativecircle.com/job-detail/930672
930653,Graphic Designer and Production Artist,LyondellBasell,"Houston, TX",30,40,Hourly,Contract,Sarah Maberry,,2026-03-02 18:05,"We're looking for Graphic Designer and Production Artist to support ongoing marketing and design needs. This role is ideal for someone who thrives in production work, templated layouts, brochure updat","Adobe Creative Suite, Print Production, Typography, Branding, Layout Design, Digital Illustration, Photography, Color Theory, User Interface Design, Visual Communication",https://candidateportal.creativecircle.com/job-detail/930653
930649,Content Designer,Medline Industries,"Chicago, IL",25,30,Hourly,Contract,Allie Gribble,,2026-03-02 17:22,"Creative Circle is partnering with major retail and consumer brand to bring on 1-2 Ecommerce Content Designers. This is fast-paced, production-heavy role ideal for designers who are deeply familiar wi","Content Management Systems, HTML, XML, Data Formatting, File Uploading, Quality Assurance, Metadata Management, Technical Writing, Software Proficiency",https://candidateportal.creativecircle.com/job-detail/930649
930571,Designer,"Shutterfly, LLC","Eden Prairie, MN",35,40,Hourly,Contract,Jennifer Scott,,2026-02-27 20:02,"Our online retail client is looking for Mid-Level Graphic Designer. You will join their in-house creative team 40 hours per week for 5 months to take on social, email and site iterative work. The team","Design, Retail, campaign",https://candidateportal.creativecircle.com/job-detail/930571
930503,Product Designer,Comcast,"Philadelphia, PA",40,48,Hourly,Contract,Jennifer Marshall,,2026-02-27 13:21,Our well-known telecommunications client is seeking Product Designer to support product design team with execution-focused design work. This role will assist senior product designers in refining exist,"Design Systems, Accessibility, Figma",https://candidateportal.creativecircle.com/job-detail/930503
930477, Digital Designer ,"Swire Coca-Cola, USA","Draper, UT",37.5,40,Hourly,Contract,Shannon Robinson,,2026-02-26 21:27,Our client in the CPG space is looking for part-time Digital Designer to support their team 20 hours per week for the next 6 weeks. This will be fully remote and will start mid-march through the end o,"Digital Design, Web Design, HTML5",https://candidateportal.creativecircle.com/job-detail/930477
930472, Digital Designer ,"Swire Coca-Cola, USA","Draper, UT",37.5,40,Hourly,Contract,Shannon Robinson,,2026-02-26 21:19,Our client in the CPG space is looking for part-time Digital Designer to support their team 20 hours per week for the next 6+ weeks. This will be fully remote and will start mid-march through the end ,"Graphic, Content creation, Guidelines",https://candidateportal.creativecircle.com/job-detail/930472
930450,Graphic Designer,Baylor Scott & White Health,"Dallas, TX",40,45,Hourly,Contract,Allie Gribble,,2026-02-26 19:37,"We're looking for thoughtful, detail oriented Graphic Designer to support major healthcare client in developing high-quality longform content. This role is ideal for designer who enjoys transforming c","PowerPoint, InDesign, Photoshop, Graphic Designer, Healthcare",https://candidateportal.creativecircle.com/job-detail/930450
930399,Associate Conversation Designer (Interactive Voice Response),Centene Corporation,"Orlando, FL",40,50,Hourly,Contract,Sammy Realon,,2026-02-26 16:04,Associate Conversation Designer (Interactive Voice Response) Position Overview Our healthcare client is advancing its digital ecosystem to better serve members at scale. This role is for someone early,"conversation design, interactive voice response, Chat Botts",https://candidateportal.creativecircle.com/job-detail/930399
930352,Digital Production Designer,Live Nation Entertainment,"Beverly Hills, CA",30,35,Hourly,Contract,Lyla Weiss,,2026-02-25 22:02,"Live entertainment client is seeking Production/Graphic Designer to join their team. This is 40 hour/week, ongoing contract opportunity. Strong preference for someone who can come into the West LA off","Asana, Box, Slack, BRANDFOLDER, Frame, Graphic Design",https://candidateportal.creativecircle.com/job-detail/930352
930323,Graphic Designer,Bunzl,"Morton Grove, IL",37,40,Hourly,Contract,Andrew Shores,,2026-02-25 19:35,Our global distribution and services client is seeking Catalog & Packaging Designer to help with project. This role is REMOTE. They are looking for someone production support around catalog and sell s,"InDesign, data merge, sell sheet, Catalog",https://candidateportal.creativecircle.com/job-detail/930323
930297,Production Designer,University of Colorado Boulder,"Boulder, CO",30,35,Hourly,Contract,Kristi Seifert,,2026-02-25 18:01,Our higher education client is looking for Production Designer for about 30 hours per week starting March 2 and running through mid-May 2026. This role is fully remote. In this role you will: - produc,"Print Production, templates, Brand Guidelines",https://candidateportal.creativecircle.com/job-detail/930297
930167,Graphic Designer,Air Canada,"Toronto, ON",30,35,Hourly,Contract,Gillian Singerman,,2026-02-24 20:25,"Our client is looking for Graphic Designer to help their team for 2 weeks, from March 9-20. This will be 30-35 hours per week of work, remote. Rate: $35.00 per hour Timing: March 9-20 Remote, with you","Photoshop, Illustrator, InDesign, Graphic Design, Typography, Layout Design, Branding, Print Design, Web Design, UX/UI Design",https://candidateportal.creativecircle.com/job-detail/930167
930111,Senior Motion Designer,CC - Internal Freelance,"Portland, OR",80,100,Hourly,Contract,Brenna Belardinelli,,2026-02-24 16:29,Senior Motion Designer Position Overview We are looking for passionate and talented Senior Motion Designer to join our major consumer goods company specializing in sports and fitness. The ideal candid,"Adobe After Effects, Adobe Premiere Pro, 3D animation, Graphic Design, Storyboarding, Visual Effects, Typography, Creativity, video editing",https://candidateportal.creativecircle.com/job-detail/930111
930087,Creative Director (Copy),Edward Jones,"Saint Louis, MO",90,100,Hourly,Contract,Sammy Realon,,2026-02-24 15:05,Remote/Part-Time Creative Director (Copy) Position Overview Creative Circle'Managed Services team is seeking Creative Director with focus on Copy to lead creative direction for an outsourced studio su,"Creative Direction (copy), Agency Experience, Presentation Skills, Concept Development",https://candidateportal.creativecircle.com/job-detail/930087
930029,WordPress Designer,Prairie View A&M University,"Prairie View, TX",40,45,Hourly,Contract,Sarah Maberry,,2026-02-23 21:42,"Job Description: WordPress Designer (Avada Template Expert) We're looking for WordPress Designer with strong experience in the Avada theme to support ongoing website updates, landing page builds, and ","WordPress, CSS, User Interface Design, Responsive Design, Graphic Design, Adobe Creative Suite, Avada, Website Maintenance, Plugin Development",https://candidateportal.creativecircle.com/job-detail/930029
930006,Sr. Graphic Designer - Branding and Presentation,FanDuel,"New York, NY",55,60,Hourly,Contract,Shannon Robinson,,2026-02-23 20:42,"Corporate sports client is seeking Sr. Graphic Designer to work with their team. This is 20 hour/week, fully remote, 3 month contract opportunity with the possibility to extend. This role involves cre","Adobe Creative Suite, Branding, Presentation Design, PowerPoint, Corporate, Clean Design Aesthetic, Agency Experience",https://candidateportal.creativecircle.com/job-detail/930006
929987,Designer ,RHR International,"Chicago, IL",35,40,Hourly,Contract,Shannon Scheetz,,2026-02-23 19:26,"Title: Designer Hours per week: ad hoc, project dependent, 5-20 hours per week **some weeks there may be no projects** Duration: Ongoing Location: Fully remote Our consulting client is looking for cre","InDesign, Production, Design",https://candidateportal.creativecircle.com/job-detail/929987
929982,"Graphic Designer, Branding",United Airlines,"Chicago, IL",45,50,Hourly,Contract,Allie Gribble,,2026-02-23 19:06,Our client is seeking Senior Graphic Designer to join our managed services team and work directly with large internal creative and brand organization at Fortune 500 client. You'll be part of the Brand,"Adobe Creative Suite, Branding, Photoshop, Illustrator, InDesign, Layout Design, Typography, Print Design, User Experience (UX), Digital Design",https://candidateportal.creativecircle.com/job-detail/929982
929978,Jr Graphic Designer,Community Transit,"Everett, WA",30,35,Hourly,Contract,Jessica Palmer,,2026-02-23 19:00,Our transportation client is seeking Junior Graphic Designer to join their team. The ideal candidate will have strong understanding of visual communication and will be responsible for creating engagin,"Layout Design, Print Design, Graphic Design",https://candidateportal.creativecircle.com/job-detail/929978
929941,Report Designer,Princess Margaret Cancer Foundation (PMCF),"Toronto, ON",45,50,Hourly,Contract,Natalie Panetta,,2026-02-23 15:02,"Report / Infographic Designer Freelance Duration: few weeks, adhoc needs Fully Remote Rate: $45-50/hr. Our nonprofit client is looking for Senior Graphic Designer to join their team on part-time freel","Graphic Design Tools, Presentation Design, Layout Design",https://candidateportal.creativecircle.com/job-detail/929941
929899,Graphic Designer,Teach For All,"New York, NY",37,42,Hourly,Contract,Jessica Palmer,,2026-02-20 21:10,"Our education non-profit client is searching for Graphic Designer to join their team. This role is fully remote, and approximately 10-20hrs/week. Key Responsibilities Design and produce variety of mat","Layout Design, Print Design, Graphic Design",https://candidateportal.creativecircle.com/job-detail/929899
929865,Content Designer,PayPal,"San Jose, CA",55,60,Hourly,Contract,Meggan Sharma,,2026-02-20 18:27,"Our global FinTech client is seeking Content Designer to join their team through May 2026, potential to extend. This role is 40 hours/week and fully remote in the US. Role Summary This role supports f","Content Strategy, Information Architecture, User Research, Wireframing, Prototyping, HTML, CSS, Accessibility, user testing, Graphic Design",https://candidateportal.creativecircle.com/job-detail/929865
929854,AI Presentation Consultant/Designer,Arizona State University (ASU),"Tempe, AZ",70,80,Hourly,Contract,Lauren Madden,,2026-02-20 17:37,Higher education client is seeking Creative Director/Consultant with executive thought leadership in the AI (artificial intelligence) space. This person will help the marketing team elevate and modern,"Presentation Design, Graphic Design, Storytelling, User Experience (UX), Data Visualization, PowerPoint, Adobe Creative Suite, Market Research, Experiential Design",https://candidateportal.creativecircle.com/job-detail/929854
929735,3D Designer,Global Experience Specialists,"Las Vegas, NV",45,50,Hourly,Contract,Shannon Scheetz,,2026-02-19 19:41,"Title: 3D Designer (V-Ray, 3ds Max experience required, AutoCAD plus!) Hours per we ek: 20 Duration: 1 month to start, potential for extension Location: Fully remote **You must use your own V-Ray and ","Tradeshow, 3DS Max, V-Ray, CAD",https://candidateportal.creativecircle.com/job-detail/929735
929731,Sr. Brand Identity Designer ,Chick-fil-A,"Atlanta, GA",45,60,Hourly,Contract,Laura Stevens,,2026-02-19 19:32,"Sr. Brand Identity Designer In this position, you may have access to client or customer systems, confidential and/or proprietary information or data. Benefits Creative Circle'Freelance Employee benefi","Strong Designer, Typography, independent",https://candidateportal.creativecircle.com/job-detail/929731
929722,PowerPoint Designer,Eli Lilly,"Indianapolis, IN",45,50,Hourly,Contract,Sammy Realon,,2026-02-19 18:54,Presentation Designer - Pharmaceutical Position Overview We are seeking creative and detail-oriented PowerPoint Designer to craft visually compelling presentations that effectively communicate our ide,"PowerPoint, InDesign, Illustrator, Animation, Motion",https://candidateportal.creativecircle.com/job-detail/929722
929696,Production Designer ,Perfection Learning,"Logan, IA",25,30,Hourly,Contract,Shannon Scheetz,,2026-02-19 17:26,"Our education client is looking for contract Production Designer, 40 hours per week! This is contract to potential hire opportunity. This person will be responsible for 90% production work, and 10% gr","Production, InDesign, Illustrator, Photoshop",https://candidateportal.creativecircle.com/job-detail/929696
929690,Art Director/Designer ,Jostens - PayCor,"Minneapolis, MN",40,50,Hourly,Contract,Jessica Palmer,,2026-02-19 17:08,"Our memorabilia manufacturing client is searching for talented Art Director/Designer. The ideal candidate will have strong vision for branding and visual communication, ensuring that all design projec","Visual Communication, Layout Design, Digital Design",https://candidateportal.creativecircle.com/job-detail/929690
929673,Web Designer/Developer ,Cohesion Branding,"Maple Grove, MN",50,55,Hourly,Contract,Sasha Walker,,2026-02-19 15:51,Our agency client is seeking talented Web Designer/Developer to join their team as part-time freelancer with potential for an increase in hours. The ideal candidate will be responsible for creating vi,"Responsive Design, CSS, JavaScript, UX/UI Design, Graphic Design, Adobe Creative Suite, WordPress, SEO, website development",https://candidateportal.creativecircle.com/job-detail/929673
929621,"Graphic Designer (Print, CPG)",HALO Branded Solutions,"Bellevue, WA",40,45,Hourly,Contract,Kristi Seifert,,2026-02-18 22:42,"Our agency client is looking for graphic designer to assist their team! This is fully remote freelance role starting as soon as March 2nd for about 4 months and around 30 hours per week. In this role,","CPG, Print Design, logo design",https://candidateportal.creativecircle.com/job-detail/929621
929591,Presentation Designer,Caliber Collision Centers,"Lewisville, TX",50,60,Hourly,Contract,Jessica Palmer,,2026-02-18 19:37,"Our retail client in the automotive space is looking for Presentation Designer! This freelance assignment starts immediately, 40 hours week, for 3-4 weeks. The Presentation Designer will be creating m","PowerPoint, Adobe CS, Presentation Design",https://candidateportal.creativecircle.com/job-detail/929591
929589,Multimedia Content Designer (Video + Digital),Empact Technologies,"Houston, TX",48,52,Hourly,Contract,Kellen Breitenbach,,2026-02-18 19:12,"Our professional services client is seeking versatile Video/Digital Designer to support fast-turn content needs. This role is ideal for someone who can elevate and edit video content, and create clean","Digital Media, Graphic Design, Adobe Creative Suite, video editing, Animation, Visual Storytelling, User Experience, Multimedia content creation, Motion Graphics, Copywriting",https://candidateportal.creativecircle.com/job-detail/929589
929553,Production Designer ,Chick-fil-A,"Atlanta, GA",38,42,Hourly,Contract,Mallory Orr,,2026-02-18 16:22,"Production Designer Location: Remote Duration: Freelance, 12 months Hours: 40 hours/week We are seeking Production Designer - Graphic Design to support our client by delivering high-quality creative a","Adobe Illustrator, Adobe InDesign, Adobe Photoshop, File Management",https://candidateportal.creativecircle.com/job-detail/929553
929547,Digital Production Designer,Dish,"Englewood, CO",30,33.11,Hourly,Contract,Ashley Sella,,2026-02-18 16:09,"Overview of the Role Our client, full-service in-house ad agency, is seeking Digital Production Designer to support the development and execution of high-quality digital assets across wide range of pl","Graphic Design, Web Design, User Interface (UI), User Experience (UX), Typography, Layout Design, Digital Marketing, HTML, CSS, Motion Graphics",https://candidateportal.creativecircle.com/job-detail/929547
929546, Freelance Graphic Designer ,Compass Group Canada,"Mississauga, ON",25,30,Hourly,Contract,Gillian Singerman,,2026-02-18 16:00,"Our enterprise client is seeking Freelance Graphic Designer to join their creative team to support overflow projects. This is fully remote role, but client is looking for someone located in Ontario. T","Graphic Design, Adobe InDesign, Proposal Design, mutli-page layout design",https://candidateportal.creativecircle.com/job-detail/929546
929534,Graphic Designer,Studio Mosaic,"Montclair, NJ",30,35,Hourly,Contract,Pamela Koenig,,2026-02-18 14:53,"Our client, an agency with nonprofit and political clients, is looking for Graphic Designer, who has AGENCY experience, to support production-level design needs on freelance basis. Ideally you have no","Graphic Design, Agency, Figma, Canva, Digital Graphics, Non-profit, Social media graphics, Print",https://candidateportal.creativecircle.com/job-detail/929534
929444,Web Designer (Figma),Merit Mile LLC.,"Boca Raton, FL",40,45,Hourly,Contract,Mallory Orr,,2026-02-17 19:19,"Engagement Type: Freelance, project based (2 weeks to 1 month) Hours: Approx. 20 hours/week Start Date: Targeting early next week- 2/23! Overview: Our client, an award winning advertising, PR, and int","Figma, Web Design, UI Design, UX Design",https://candidateportal.creativecircle.com/job-detail/929444
929441,Graphic Designer,Acton Institute,"Grand Rapids, MI",30,40,Hourly,Contract,Tara Freihofer,,2026-02-17 19:06,Graphic Designer Position Overview One of our research and educational institution clients is looking for Graphic Designer to join their team on freelance basis. The ideal candidate will be responsibl,"Branding, Typography, Digital Design, Print Design",https://candidateportal.creativecircle.com/job-detail/929441
929383,Creative Director (Art),Envistaco,"Brea, CA",60,75,Hourly,Contract,Sammy Realon,,2026-02-17 13:37,Creative Director Position Overview We are seeking visionary Creative Director to lead our Corporate Medical Sales Device client'creative team and oversee the development of innovative campaigns. The ,"Creative Direction, Healthcare, Medical Devices, B2B",https://candidateportal.creativecircle.com/job-detail/929383
